Recipient.Organization,deliverychannels
Deutsche Gesellschaft fur Technische Zusammenarbeit - GTZ,Public Sector
DEZA,Public Sector
Direktoratet for samfunnssikkerhet og beredskap,Public Sector
DZI - German Central Institute for Social Issues ,Public Sector
EMERCOM,Public Sector
EMERCOM/Mongolia,Public Sector
EMERCOM/Russian Federation,Public Sector
Equatorial Guinea,Public Sector
Equatorial Guinea ,Public Sector
Estonia,Public Sector
Estonian Disaster Relief Team ,Public Sector
Estonian Public Service Academy ,Public Sector
Estonian Rescue Board ,Public Sector
EU/DFSIS,Public Sector
European Commission Civil Protection Mechanism,Public Sector
European Commission Directorate General for Development,Public Sector
European Commission EuropeAid Co-operation Office,Public Sector
European Commission EuropeAid Development and Cooperation,Public Sector
European Commission Humanitarian Aid Office,Public Sector
European Commission Rapid Reaction Mechanism,Public Sector
European Union,Public Sector
European Union Programme Support Unit 1,Public Sector
European Union Programme Support Unit 2,Public Sector
Faeroe Islands,Public Sector
Fairfax County Search and Rescue,Public Sector
Faroe Islands,Public Sector
FEA Austria DFA/UFAEG,Public Sector
Federal Foreign Office,Public Sector
FEWS,Public Sector
Finland,Public Sector
France CoopÈration InterNationale,Public Sector
French Polynesia,Public Sector
GAPAR - Syrian General Authority for Palestine Arab Refugees,Public Sector
General Administration for Palestinian Arab Refugees,Public Sector
German Embassy in Bangladesh,Public Sector
German Embassy Sofia,Public Sector
German Relation Office Ramallah,Public Sector
Govt of Bosnia & Herzegovina Mine Detection Dog Centre,Public Sector
Govt of Ethiopia Disaster Prevention and Preparedness Commission,Public Sector
Govt of Indonesia: Bidan Kesehatan Department of Health,Public Sector
Govt of Indonesia: Department of Settlement and Regional Infrastructure (Kimpraswil),Public Sector
"Greek Embassy, Tehran",Public Sector
"Guatemala General Council in Miami, Florida",Public Sector
Holy See,Public Sector
Hong Kong Special Administrative Region of the People's Republic of China,Public Sector
"Hyogo Prefecture, Japan",Public Sector
Iceland,Public Sector
IgarapÈ,Public Sector
Ireland,Public Sector
Ireland Aid Mission,Public Sector
Israel,Public Sector
Italian Development Cooperation,Public Sector
Japan Disaster Relief,Public Sector
JICA -  Japan InterNational Cooperation Agency,Public Sector
Jordanian Civil Defense,Public Sector
Justisdepartementet,Public Sector
Kuwait,Public Sector
Latvia,Public Sector
League of Arab States,Other multi
Liechtenstein,Public Sector
Lithuania,Public Sector
Los Angeles County Search and Rescue,Public Sector
Luxembourg,Public Sector
MAAG,Public Sector
"Macedonia, Former Yugoslav Republic of ",Public Sector
Malta,Public Sector
Ministry for Transportation and Infrastructure,Public Sector
Ministry of Agriculture and Irrigation,Public Sector
Ministry of Defense of Germany,Public Sector
Monaco,Public Sector
NACSA - National Commission for Social Action - Sierra Leone  ,Public Sector
National Agency for the Prohibition of Traffic in Persons - Nigeria,Public Sector
"National COMMISSION FOR DEMINING AND REHABILITATION, JORDAN",Public Sector
National Commission for Lebanese Women,Public Sector
National Disaster Response Coordinating Council,Public Sector
National Office for Electoral Process,Public Sector
NEMA - National Emergency Management Agency,Public Sector
Netherlands,Public Sector
Netherlands Embassy in Namibia,Public Sector
Nicaraguan Forestry Institute,Public Sector
Norway Royal Ministry of Foreign Affairs,Public Sector
Office of the Representative of Denmark to Afghanistan,Public Sector
Office of the Representative of the Dalai Lama,Public Sector
Order of Malta,NGOs and CSOs
PAICMA,Public Sector
Palestinian Authority,Public Sector
Portuguese Institute for Cooperation,Public Sector
Prefecto of the Department of La Paz,Public Sector
Prime Minister's National Relief Fund/India,Public Sector
Puerto Rico,Public Sector
Qatar,Public Sector
Regional Govt of Lambayeque (Peru),Public Sector
Royal Danish Embassy - Jakarta,Public Sector
Royal Danish Representative Office in Colombo,Public Sector
San Marino,Public Sector
Saudi Committee,Public Sector
Scottish Executive,Public Sector
Serbia ,Public Sector
Singapore,Public Sector
Sivilombudsmannen,Public Sector
Slovenia,Public Sector
Spanish Aced,Public Sector
Spanish Agency InterNational Cooperation,Public Sector
St. Lucia National Emergency Management Organisation,Public Sector
Stadt Wien,Public Sector
Suriname ,Public Sector
Swiss Embassy,Public Sector
TAIPEI FIRE SERVICE,Public Sector
Taiwan (Province of China),Public Sector
The Danish-Ethiopian Cooperation,Public Sector
The National Platform for Natural Hazards,Public Sector
TNI Navy,Public Sector
Turkmenistan,Public Sector
Ulsan Metropolitan City,Public Sector
Union of South American Nations,Public Sector
United Arab Emirates,Public Sector
United Kingdom,Public Sector
United Kingdom ,Public Sector
"United Kingdom - Dept. for InterNational Development - Conflict, Humanitarian and Security Department",Public Sector
United Kingdom Department for InterNational Development,Public Sector
United Kingdom Ministry of Defence,Public Sector
United States Department of Agriculture,Public Sector
United States Department of Defense,Public Sector
United States Department of Health and Human Services,Public Sector
United States Department of State,Public Sector
United States of America,Public Sector
United States Office for Foreign Disaster Assistance,Public Sector
Uruguay ,Public Sector
US Embassy,Public Sector
US Forest Service,Public Sector
US Geological Survey,Public Sector
USAID Mission,Public Sector
USAID Recipient,Public Sector
USAID/ANE,Public Sector
USAID/Angola,Public Sector
USAID/Bangladesh,Public Sector
USAID/Conakry,Public Sector
USAID/Disaster Assistance Response Team,Public Sector
USAID/DRC,Public Sector
USAID/Ethiopia,Public Sector
USAID/Guinea,Public Sector
USAID/Haiti,Public Sector
USAID/Indonesia,Public Sector
USAID/Jamaica,Public Sector
USAID/Kenya,Public Sector
USAID/Khartoum,Public Sector
USAID/Liberia,Public Sector
USAID/Lilongwe,Public Sector
USAID/Madagascar,Public Sector
USAID/Malawi,Public Sector
USAID/Nepal,Public Sector
USAID/OTI,Public Sector
USAID/Regional Economic Development Services Office            ,Public Sector
USAID/Russia,Public Sector
USAID/Senegal,Public Sector
USAID/Somalia,Public Sector
USAID/South Africa,Public Sector
USAID/Sri Lanka,Public Sector
USAID/Uganda,Public Sector
USAID/West African Regional Programme,Public Sector
USAID/Zimbabwe,Public Sector
USAIDís Pastoralist Livelihoods Initiative,Public Sector
Uzbekistan (Government of),Public Sector
"Vitoria-Gasteiz, Municipality of (Spain)",Public Sector
White Helmets Commission,Public Sector
Bilateral (affected government),Public Sector
EuropeAid,Public Sector
Khazanah Nasional,Public Sector
Taiwan ICDF,Public Sector
MADAD FUND,Public Sector
ECHO DFID contribution,Public Sector
European Centre for Disease Prevention and Control,Public Sector
"Greece, Government of",Public Sector
Italian Development Cooperation Agency,Public Sector
International Committee of the Red Cross,RCRC
International Federation of Red Cross and Red Crescent Societies,RCRC
Swedish Red Cross,RCRC
Canadian Red Cross Society,RCRC
British Red Cross,RCRC
Netherlands Red Cross,RCRC
German Red Cross,RCRC
Republic of Korea National Red Cross,RCRC
Danish Red Cross,RCRC
Finnish Red Cross,RCRC
Belgian Red Cross,RCRC
Swiss Red Cross,RCRC
American Red Cross,RCRC
Turkish Red Crescent Society,RCRC
Irish Red Cross Society,RCRC
Indonesian Red Crescent Society,RCRC
Austrian Red Cross,RCRC
Belize Red Cross Society,RCRC
Red Cross of Viet Nam,RCRC
Australian Red Cross,RCRC
Nicaraguan Red Cross,RCRC
Pakistan Red Crescent Society,RCRC
Norwegian Red Cross,RCRC
Chilean Red Cross,RCRC
Mongolian Red Cross,RCRC
Seychelles Red Cross Society,RCRC
Mozambique Red Cross Society,RCRC
Egyptian Red Crescent Society,RCRC
Philippine Red Cross,RCRC
Spanish Red Cross,RCRC
Nigerian Red Cross Society,RCRC
South African Red Cross Society,RCRC
Red Cross Society of Georgia,RCRC
French Red Cross,RCRC
Namibia Red Cross,RCRC
Malawi Red Cross Society,RCRC
Thai Red Cross Society,RCRC
Salvadorean Red Cross Society,RCRC
Japanese Red Cross Society,RCRC
New Zealand Red Cross,RCRC
Red Cross Society of China,RCRC
Polish Red Cross,RCRC
Indian Red Cross Society,RCRC
Peruvian Red Cross,RCRC
Algerian Red Crescent,RCRC
Uganda Red Cross Society,RCRC
Red Cross Society of Bosnia and Herzegovina,RCRC
Saudi Arabian Red Crescent Society,RCRC
Albanian Red Cross,RCRC
Rwandan Red Cross,RCRC
Czech Red Cross,RCRC
Russian Red Cross Society,RCRC
Mexican Red Cross,RCRC
Moroccan Red Crescent,RCRC
Bolivian Red Cross,RCRC
Jamaica Red Cross,RCRC
Cambodian Red Cross,RCRC
Lebanese Red Cross,RCRC
Kuwait Red Crescent Society,RCRC
Icelandic Red Cross,RCRC
Yemen Red Crescent Society,RCRC
Sudanese Red Crescent,RCRC
Red Crescent Society of the United Arab Emirates,RCRC
Ecuadorian Red Cross,RCRC
Angola Red Cross,RCRC
Fiji Red Cross Society,RCRC
Kenyan Red Cross Society,RCRC
Sri Lanka Red Cross Society,RCRC
Hungarian Red Cross,RCRC
Red Crescent Society of the Islamic Republic of Iran,RCRC
Red Crescent Society of Azerbaijan,RCRC
Kazakh Red Crescent Society,RCRC
Burkinabe Red Cross Society,RCRC
Iraqi Red Crescent Society,RCRC
Haitian National Red Cross Society,RCRC
Singapore Red Cross Society,RCRC
Italian Red Cross,RCRC
Hellenic Red Cross,RCRC
Malagasy Red Cross Society,RCRC
Red Crescent Society of Tajikistan,RCRC
Tunisian Red Crescent,RCRC
Slovak Red Cross,RCRC
Guyana Red Cross Society,RCRC
Luxembourg Red Cross,RCRC
Mauritanian Red Crescent,RCRC
Jordan National Red Crescent Society,RCRC
Ukrainian Red Cross Society,RCRC
Liberian Red Cross Society,RCRC
Belarusian Red Cross,RCRC
Afghan Red Crescent,RCRC
Mali Red Cross,RCRC
Red Cross Society of Niger,RCRC
Red Cross of Chad,RCRC
Colombian Red Cross Society,RCRC
Red Cross of Monaco,RCRC
Romanian Red Cross,RCRC
Portuguese Red Cross,RCRC
Cyprus Red Cross,RCRC
Venezuelan Red Cross,RCRC
Uruguayan Red Cross,RCRC
Bulgarian Red Cross,RCRC
Liechtenstein Red Cross,RCRC
Syrian Arab Red Crescent,RCRC
Armenian Red Cross Society,RCRC
Palestine Red Crescent Society,RCRC
Ethiopian Red Cross Society,RCRC
Suriname Red Cross,RCRC
Red Cross Society of Panama,RCRC
KESI,RCRC
Burundi Red Cross,RCRC
Red Cross Society of the Democratic People's Republic of Korea,RCRC
Bangladesh Red Crescent Society,RCRC
Myanmar Red Cross Society,RCRC
Red Crescent Society of Kyrgyzstan,RCRC
Djibouti Red Crescent Society,RCRC
Nepal Red Cross Society,RCRC
Togolese Red Cross,RCRC
Papua New Guinea Red Cross Society,RCRC
Lao Red Cross,RCRC
Costa Rican Red Cross,RCRC
Solomon Islands Red Cross,RCRC
Samoa Red Cross Society,RCRC
Tonga Red Cross Society,RCRC
Red Cross of Cape Verde,RCRC
Taiwan Red Cross Society,RCRC
Tanzania Red Cross National Society,RCRC
Vanuatu Red Cross Society,RCRC
Croatian Red Cross,RCRC
Qatar Red Crescent Society,RCRC
Palau Red Cross Society,RCRC
IFRC Disaster Relief Emergency Fund,RCRC
Red Cross of Montenegro,RCRC
Red Cross of the Democratic Republic of the Congo,RCRC
RedR UK,NGOs and CSOs
Honduran Red Cross,RCRC
Libya Red Crescent,RCRC
Estonia Red Cross,RCRC
Slovenian Red Cross,RCRC
Cameroon Red Cross Society,RCRC
Latvian Red Cross,RCRC
Red Cross of Serbia,RCRC
"Comoros Red Crescent, The",RCRC
Bahamas Red Cross Society,RCRC
Macedonian Red Cross,RCRC
ICRC MoveAbility Foundation (former ICRC Special Fund for the Disabled),RCRC
Antigua and Barbuda Red Cross Society,RCRC
Saint Kitts and Nevis Red Cross Society,RCRC
Kuwaiti Society for Relief,RCRC
Somali Red Crescent Society,RCRC
Malta Red Cross Society,RCRC
Zimbabwe Red Cross,RCRC
Cook Islands Red Cross Society,RCRC
Central African Red Cross Society,RCRC
Croix Rouge RDC,RCRC
Guatemalan Red Cross,RCRC
Croix Rouge Katanga,RCRC
Qatar Red Crescent Society | Rebuild Iraq Recruitment Program,RCRC
Afghan Red Crescent Society,RCRC
Algerian Red Crescent Society,RCRC
Andorran Red Cross,RCRC
Argentina Red Cross,RCRC
Argentine Red Cross,RCRC
Australia Red Cross,RCRC
Azerbaijan Red Crescent,RCRC
Bahamas Red Cross,RCRC
Bahrain Red Crescent,RCRC
Bahrain Red Crescent Society,RCRC
Barbados Red Cross,RCRC
Barbados Red Cross Society,RCRC
Belarus Red Cross,RCRC
Belgium Red Cross,RCRC
Belize Red Cross,RCRC
Bolivia Red Cross,RCRC
Bosnian Red Crescent Society,RCRC
Botswana Red Cross,RCRC
Botswana Red Cross Society,RCRC
Brazil Red Cross,RCRC
Brazilian Red Cross,RCRC
British Red Cross Society,RCRC
Bulgaria Red Cross,RCRC
Burkina Faso Red Cross,RCRC
Cambodia Red Cross,RCRC
Cape Verde Red Cross,RCRC
Central African Red Cross,RCRC
Chad Red Cross,RCRC
Chile Red Cross,RCRC
China Red Cross Society,RCRC
Colombia Red Cross,RCRC
Cook Islands Red Cross,RCRC
Croatia Red Cross,RCRC
Cruz Roja Costariricense,RCRC
CuraÁao Red Cross,RCRC
Czech Rep. Red Cross,RCRC
Djibouti Red Cross,RCRC
"DRK, ICRC, IFRC (details not yet provided)",RCRC
Ecuador Red Cross,RCRC
Egyptian Red Crescent,RCRC
El Salvador Red Cross,RCRC
Ethiopian Red Cross,RCRC
Fiji Red Cross,RCRC
Finland Red Cross,RCRC
Finnish Red Cross/Cambodian Red Cross,RCRC
Flanders InterNational Red Cross Society,RCRC
Georgian Red Cross,RCRC
Greece Red Cross,RCRC
Guatemalan Red Cross ,RCRC
Guyana Red Cross,RCRC
Haiti Red Cross,RCRC
Honduras Red Cross,RCRC
Hong Kong Red Cross,RCRC
Hungary Red Cross,RCRC
Iceland Red Cross,RCRC
India Red Cross,RCRC
Indonesia Red Crescent,RCRC
Iran Red Crescent,RCRC
Ireland Red Cross,RCRC
Italy Red Cross,RCRC
Japanese Red Cross,RCRC
Jordanian Red Crescent,RCRC
Kazakhstan Red Crescent,RCRC
Kenya Red Cross,RCRC
Korea Red Cross (DPR of) ,RCRC
Korea Red Cross (Republic of) ,RCRC
Kyrgyzstan Red Crescent,RCRC
Latvia Red Cross,RCRC
Liberian Red Cross,RCRC
Lithuania Red Cross,RCRC
Lithuanian Red Cross Society,RCRC
"Macedonia, FYR Red Cross",RCRC
Madagascar Red Cross,RCRC
Malagasy Red Cross,RCRC
Malawi Red Cross,RCRC
Malaysia Red Crescent Society,RCRC
Malaysia Red Cross,RCRC
Maldive Red Cross,RCRC
Malta Red Cross,RCRC
Mauritius Red Cross,RCRC
Mauritius Red Cross Society,RCRC
Mexico Red Cross,RCRC
Micronesia Red Cross,RCRC
Monaco Red Cross,RCRC
Mongolia Red Cross,RCRC
Morocco Red Crescent,RCRC
Mozambique Red Cross,RCRC
Myanmar Red Cross,RCRC
Namibian Red Cross,RCRC
Nicaragua Red Cross,RCRC
Niger Red Cross,RCRC
Nigeria Red Cross,RCRC
Norway Red Cross,RCRC
Organization of Arab Red Crescent and Red Cross Society,RCRC
Pakistan Red Crescent,RCRC
Palau Red Cross,RCRC
Palestinian Red Crescent Society,RCRC
Panamanian Red Cross,RCRC
Papua New Guinea Red Cross,RCRC
Paraguay Red Cross,RCRC
Paraguayan Red Cross,RCRC
Peru Red Cross,RCRC
Philippine Red Cross ,RCRC
Philippines National Red Cross ,RCRC
Poland Red Cross,RCRC
Portugal Red Cross,RCRC
Qatar Red Crescent,RCRC
Red Crescent Society of Djibouti,RCRC
Red Crescent Society of Uzbekistan,RCRC
Red Cross,RCRC
"Red Cross of The Former Yugoslav Republic of Macedonia, The",RCRC
Red Cross Society of the Republic of Moldova,RCRC
RKV - Flemish Red Cross,RCRC
Romania Red Cross,RCRC
Russia Red Cross,RCRC
Rwanda Red Cross ,RCRC
Rwandan Red Cross ,RCRC
Samoa Red Cross,RCRC
Saudi Red Crescent ,RCRC
Serbia and Montenegro Red Cross,RCRC
Seychelles Red Cross,RCRC
Singapore Red Cross,RCRC
South African Red Cross,RCRC
Sri Lanka Red Cross,RCRC
Sudan Red Crescent,RCRC
Sudan Red Crescent Society,RCRC
Swedish Red Cross ,RCRC
Syrian Red Crescent Society,RCRC
Tajikistan Red Crescent Society,RCRC
Tanzanian Red Cross,RCRC
Trinidad & Tobago Red Cross,RCRC
Trinidad and Tobago Red Cross Society,RCRC
Tunisia Red Cross,RCRC
