Recipient.Organization,recipientcodename
War Torn Societies,UN Multi
ONUA - HRD,UN Multi
World Health Organization,UN Multi
Office for the Coordination of Humanitarian Affairs,UN Multi
United Nations High Commissioner for Refugees,UN Multi
United Nations Environment Programme,UN Multi
United Nations Angola Verification Mission,UN Multi
"United Nations Mission in the DRC (Mission d'Observation des Nations Unies au Congo, MONUC)",UN Multi
UN Mission in Sierra Leone,UN Multi
U.N. Mission in the Central African Republic and Chad (MINURCAT),UN Multi
United Nations Corps of Guards in Iraq,UN Multi
Food & Agriculture Organization of the United Nations,UN Multi
International Labour Organization,UN Multi
United Nations Population Fund,UN Multi
United Nations Volunteers Programme,UN Multi
Pan-American Health Organization (World Health Organization),UN Multi
"United Nations Educational, Scientific and Cultural Organization",UN Multi
United Nations Development Fund for Women,UN Multi
United Nations Department of Safety and Security,UN Multi
United Nations Department of Peace-Keeping Operations,UN Multi
United Nations Office for Project Services,UN Multi
UN Institute,UN Multi
United Nations Office in Burundi,UN Multi
Relief and Recovery Unit - Zimbabwe,UN Multi
United Nations Mission in Ethiopia and Eritrea,UN Multi
UNDP for UNDSS,UN Multi
United Nations International Drug Control Programme,UN Multi
United Nations Transitional Authority in East Timor,UN Multi
SMU - Strategic Monitoring Unit (Afghanistan),UN Multi
Human Rights Division of the United Nations Mission in Angola,UN Multi
United Nations Assistance Mission for Afghanistan,UN Multi
UN Agencies,UN Multi
United Nations,UN Multi
International Strategy for Disaster Reduction,UN Multi
Trust Fund for Human Security,UN Multi
United Nations Disaster Management Team,UN Multi
UN Mine Action Program,UN Multi
Global Fire Monitoring Centre,UN Multi
United Nations Joint Logistics Centre,UN Multi
Integrated Regional Information Network,UN Multi
UN Trust Fund,UN Multi
World Conference on Disaster Reduction,UN Multi
Millenium Project Hunger Task Force,UN Multi
Espana con ACNUR,UN Multi
United Nations Institute for Training and Research,UN Multi
United Nations Humanitarian Response Depot,UN Multi
United Nations Economic and Social Commission for Asia and the Pacific,UN Multi
Multinational Interim Force,UN Multi
United Nations Industrial Development Organization,UN Multi
United Nations Joint Programme on HIV/AIDS,UN Multi
UN Voluntary Fund for Indigenous Populations,UN Multi
United Nations Advance Mission in Sudan,UN Multi
United Nations Special Court for Sierra Leone,UN Multi
United Nations Mission in Sudan,UN Multi
United Nations Disaster Assessment and Coordination,UN Multi
United Nations Observer Mission in Georgia,UN Multi
Office of the Resident and Humanitarian Coordinator,UN Multi
United Nations Integrated Office in Sierra Leone,UN Multi
United Missions Mission in Liberia Irish Battalion,UN Multi
UN Voluntary Trust Fund for Technical Cooperation,UN Multi
International Maritime Organization,UN Multi
United Nations Institute for Disarmament Research,UN Multi
United Nations Operational Satellite Applications Programme,UN Multi
United Nations Mediation Support Unit,UN Multi
UN Human Security Trust Fund,UN Multi
United Nations Committee on Missing Persons,UN Multi
United Nations Humanitarian Air Service,UN Multi
United Nations Humanitarian Information Centre,UN Multi
United Nations Mine Action Coordination Center (DRC),UN Multi
UN Technical Cooperative Activities,UN Multi
UNDG Iraq Trust Fund,UN Multi
UN GENERAL TRUST FUND,UN Multi
World Meteorological Organization,UN Multi
UN Committee on Missing Persons,UN Multi
Oficina Panamericana de la Salud,UN Multi
Geneva Forum,UN Multi
United Nations International Research and Training Institute for the Advance of Women,UN Multi
Resident Coordinators Support Office,UN Multi
United Nations Office on Drugs and Crime,UN Multi
Coordinating Action on Small Arms,UN Multi
Global Alliance for Improved Nutrition,UN Multi
United Nations Operation Programme Support,UN Multi
Global Compact,UN Multi
UN Action Against Sexual Violence in Conflict,UN Multi
International Bank for Reconstruction & Development (World Bank),UN Multi
United Nations Office for Disarmament Affairs,UN Multi
United Nations Office of Legal Affairs,UN Multi
United Nations Register of Damage,UN Multi
UN Women,UN Multi
Specially Designated Contributions (OCHA),UN Multi
UN Women's Guild,UN Multi
UNDP Administered Trust Fund,UN Multi
UNICEF National Committees,UN Multi
Office of the Humanitarian Coordinator,UN Multi
UN Peacebuilding Fund,UN Multi
UN Mission for Ebola Emergency Response,UN Multi
UN Resident Coordinator's Office,UN Multi
United Nations Global Pulse,UN Multi
UN Department of Economic and Social Affairs,UN Multi
UNRWA Spanish Committee,UN Multi
UNICEF National Committee/Spain,UN Multi
Special Representative of the Secretary-General,UN Multi
United Nations Foundation,UN Multi
United Nations Voluntary Trust Fund for Victims of Trafficking in Persons,UN Multi
United Nations Disengagement Observer Force,UN Multi
United Nations Mission of Support in East Timor,UN Multi
UN Economic Commission for Latin America,UN Multi
International Civil Aviation Organisation,UN Multi
Allocation  of unearmarked funds by UNDG/EXECCOMM Secretariat,UN Multi
Allocation from UNVTF/Mine Action,UN Multi
Allocation of unearmarked funds by DPKO,UN Multi
Allocation of unearmarked funds by FAO,UN Multi
Allocation of unearmarked funds by ILO,UN Multi
Allocation of unearmarked funds by OCHA,UN Multi
Allocation of unearmarked funds by OHCHR,UN Multi
Allocation of unearmarked funds by UNAIDS,UN Multi
Allocation of unearmarked funds by UNDP,UN Multi
Allocation of unearmarked funds by UNDP for UNDSS,UN Multi
Allocation of unearmarked funds by UNDSS,UN Multi
Allocation of unearmarked funds by UNEP,UN Multi
Allocation of unearmarked funds by UNESCAP,UN Multi
Allocation of unearmarked funds by UNESCO,UN Multi
Allocation of unearmarked funds by UNFPA,UN Multi
Allocation of unearmarked funds by UN-HABITAT,UN Multi
Allocation of unearmarked funds by UNHCR,UN Multi
Allocation of unearmarked funds by UNICEF,UN Multi
Allocation of unearmarked funds by UNIFIL,UN Multi
Allocation of unearmarked funds by UNMAS,UN Multi
Allocation of unearmarked funds by UNOPS,UN Multi
Allocation of unearmarked funds by UNV,UN Multi
Allocation of unearmarked funds by WFP,UN Multi
Allocation of unearmarked funds by WHO,UN Multi
Allocation of unearmarked funds by WMO,UN Multi
American Friends of UNRWA,UN Multi
Arab Gulf Programme,UN Multi
Arab Gulf Programme for United Nations Development Organizations,UN Multi
Association Francaise de soutien a UNHCR ,UN Multi
Australia for UNHCR,UN Multi
Austria for UNHCR,UN Multi
Bureau des Nations Unies en Centrafrique (United Nations Peace-Building Support Office in CAR),UN Multi
Co-ordinating Council Geneva,UN Multi
Counter Narcotics Trust Fund (CNTF) Afghanistan,UN Multi
FAO/UNDP,UN Multi
FAO/WFP,UN Multi
Food Aid Liaison Unit/WFP,UN Multi
Indonesian Farmers Funds,UN Multi
InterNational Fund for Agricultural Development ,UN Multi
InterNational Programme for the Development of Communication,UN Multi
"InterNational Strategy for Disaster Reduction, Africa",UN Multi
IOM / UNICEF / UNFPA,UN Multi
Iraq Trust Fund (OCHA),UN Multi
Japan Association for UNHCR,UN Multi
Japan Association for WFP,UN Multi
MINUSTAH,UN Multi
MONUC,UN Multi
OCHA / IRIN,UN Multi
OCHA / ISDR,UN Multi
OCHA / REACT,UN Multi
OCHA/UNDP,UN Multi
OCHA/UNDP/ ISDR,UN Multi
OCHA/UNEP,UN Multi
Office of the United Nations Special Coordinator for the Middle East Peace Process,UN Multi
Oficina Panamericana de la Salud ,UN Multi
Oil for Food Programme,UN Multi
"One UN Fund, EFW",UN Multi
Peace Building Fund,UN Multi
Peace Keeping Funds,UN Multi
Peacekeeping Forces,UN Multi
Telefood Campaign ,UN Multi
UN Agencies (details not yet provided) ,UN Multi
"UN Agencies, NGOs and/or Red Cross (details not yet provided)",UN Multi
UN Assistance Programme to Afghanistan,UN Multi
UN Central Fund for Influenza Action,UN Multi
UN Delivering AS ONE,UN Multi
UN Programme on HIV/AIDS,UN Multi
UN Spouses Bazaar,UN Multi
UN Stabilization and Recovery - DRC,UN Multi
Un Techo Para Mi Pais,UN Multi
UNAMSIL/UNDP,UN Multi
UNAVEM/MONUA,UN Multi
UNCO / UNOCHA,UN Multi
UNDP TRAC 1.1.3,UN Multi
UNDP/BCPR (TRAC 3),UN Multi
UNDP/IOM,UN Multi
UNDP/PAPP,UN Multi
UNDP/Skills Consortium,UN Multi
UNDP/UNCHS,UN Multi
UNDP/UNDMTP,UN Multi
UNDP/UNDSS,UN Multi
UNDP/UN-HABITAT,UN Multi
UNDP/UNHCR,UN Multi
UNDP/UNICEF,UN Multi
UN-EUE,UN Multi
